hsa-let-7e-3p	15	16	21	5	5	9	30	17	5	20	22	0	0	0	7	7	3	1	20	42	7	4	5	10	4	20	20	13	10	7	4	34	27	6	0	1	32	59	26	0	4	5	6	8	8	23	23	13	29	21	12	22	14	2	15	17	17	6	4	26	19	29	37	16	15	4	0	15	22	19	29	26
hsa-let-7e-5p	494	416	253	119	246	53	108	217	249	234	254	74	166	393	218	258	198	191	117	146	116	258	102	97	80	275	225	79	179	120	206	93	319	93	211	94	365	389	119	94	264	87	314	89	170	187	304	109	526	511	374	219	305	228	237	266	508	180	200	179	119	347	299	174	149	189	112	210	155	240	336	188
hsa-let-7f-1-3p	15	6	26	5	0	1	12	20	6	13	11	4	3	8	6	7	1	12	7	16	0	0	2	7	8	3	8	6	18	16	13	19	23	15	12	17	39	31	11	11	4	22	37	2	11	14	23	4	7	1	0	8	12	0	5	12	38	8	5	15	9	9	24	12	11	3	9	2	6	12	13	12
hsa-let-7f-2-3p	0	0	0	0	0	9	15	6	1	3	6	0	0	0	8	0	0	5	4	3	11	0	11	0	2	0	7	0	5	2	0	4	20	0	3	3	0	6	7	2	6	5	10	7	5	0	4	2	9	0	0	14	5	16	0	4	9	0	0	8	0	0	2	5	0	9	0	2	14	19	12	6
hsa-let-7f-5p	20813	19605	20670	11891	18820	8318	18815	14257	28569	20574	28555	12170	3243	16162	31623	25897	15087	20438	24408	32950	17846	9188	13646	13193	7529	22310	29313	14835	21294	22289	9181	13761	36476	8479	8320	17558	22980	50131	23395	13951	32026	10719	22298	17779	24619	28245	36708	16075	35695	19459	45629	25231	30036	19809	21526	27582	37543	22315	19818	28447	13619	46769	30212	25673	17211	13533	6060	17168	31022	27927	49725	16660
hsa-let-7g-3p	15	7	5	5	1	10	26	2	14	4	10	11	2	9	3	3	1	10	28	16	3	1	13	8	7	6	9	9	15	23	1	16	44	14	0	12	7	16	20	13	7	11	8	15	24	40	9	40	7	5	11	8	21	11	2	33	17	2	2	12	12	6	10	0	7	9	1	18	16	9	9	19
hsa-let-7g-5p	20246	13677	42394	28135	27705	30677	26237	50413	61172	34885	67016	25654	4008	11824	62043	28658	26140	39349	59465	74210	36129	15722	34514	30021	11140	42910	77043	23242	42313	58905	10952	62134	170862	42167	8995	51483	72677	115951	92252	31932	64890	19329	31033	29094	54265	92143	74563	87091	40228	24866	71343	26660	110067	30183	34793	107793	83163	51263	33286	65456	33942	114069	83495	62544	33145	14819	13237	42338	51713	47825	107520	26291
hsa-let-7i-3p	12	29	41	26	21	27	50	56	84	39	74	63	4	39	39	24	15	42	84	46	28	27	28	22	23	38	106	30	118	70	33	84	272	42	17	57	109	108	89	107	56	20	38	45	48	136	50	97	80	19	70	69	89	30	21	127	222	54	29	106	69	109	56	58	53	20	26	68	80	63	142	70
hsa-let-7i-5p	3035	5973	5353	4052	3445	4341	6584	5133	11142	5853	9982	5133	1392	2760	8955	7303	4365	6706	6813	10624	7601	3349	4957	4425	2324	5397	9980	4239	7822	3556	2893	3979	9391	2789	826	5145	6533	9986	7628	4344	10299	3602	5881	5470	7204	7321	7352	4793	7443	5286	11030	11961	9651	6000	5136	8773	13402	6785	5076	11405	6055	15638	11701	6897	6246	2981	1635	8078	9838	7343	18417	5537
hsa-miR-100-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-100-5p	229	115	313	282	187	250	176	392	403	227	734	296	58	189	303	204	151	396	320	326	259	70	357	277	271	196	641	521	432	186	135	221	945	352	110	271	270	612	341	286	285	200	259	226	501	416	615	83	502	384	528	319	177	95	238	379	955	211	273	479	303	771	286	368	285	383	146	507	605	141	637	322
hsa-miR-101-3p	900	1251	1519	1834	1497	2337	4765	4083	3973	3090	5841	3196	296	754	5258	2596	1740	3484	5136	4389	2694	1067	2982	2496	1261	2349	7143	3691	2491	2190	851	2196	7590	1313	442	3787	1809	10293	2891	2252	4022	1993	5883	3894	6078	4184	5301	2879	4580	950	4874	6509	3370	2237	1865	4154	6225	3408	1518	4758	3699	8294	4434	4064	4042	1543	1178	4298	5868	5423	7920	6090
hsa-miR-101-5p	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	3	3	3	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	5	2	0	0	0	0	8	0	0	0	0	1	0	1	0	0	5	0	2	4	0	0	4	4	0	5	1
hsa-miR-103a-2-5p	0	4	1	0	0	4	0	0	4	0	3	0	0	2	6	2	0	0	1	1	3	0	0	0	0	2	14	1	5	6	0	12	8	8	0	7	2	8	7	4	6	0	31	15	4	4	3	10	3	5	2	11	2	5	0	0	0	0	0	12	4	11	0	0	19	4	0	5	0	0	3	4
hsa-miR-103a-3p	1484	971	1486	870	1439	644	1818	1303	1974	1589	2073	900	221	982	2497	1553	1087	1304	1362	1681	757	424	960	768	586	1240	2259	762	1553	1002	777	1198	3047	649	385	824	1929	4087	1771	803	1794	804	1473	1223	2666	1728	2461	1414	2386	1710	3043	3334	1566	1139	1697	2194	2853	1775	1103	2009	937	3540	1949	1631	1833	755	775	1176	1796	1033	3537	1894
hsa-miR-106a-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-106a-5p	0	0	0	0	0	1	1	10	2	1	0	1	0	1	0	0	4	4	2	0	0	6	0	1	2	0	0	1	13	0	0	1	10	0	0	0	0	7	13	0	8	0	5	0	0	0	1	3	0	0	1	18	0	0	0	4	7	1	0	5	0	9	1	0	0	0	3	0	3	7	7	0
hsa-miR-106b-3p	155	153	112	79	140	66	161	83	131	134	163	108	32	104	128	149	97	176	98	195	98	75	134	43	43	185	185	103	134	57	42	46	106	45	31	52	133	378	80	53	115	67	186	119	152	82	247	76	209	219	198	342	71	147	139	97	142	91	132	134	49	240	202	123	171	66	63	183	176	140	280	139
hsa-miR-106b-5p	477	254	489	483	339	712	1024	829	661	871	738	328	27	147	699	377	279	560	948	1024	395	159	504	388	364	578	1578	537	908	575	330	1008	1492	467	167	632	911	1933	1190	562	678	423	1411	655	1223	1563	1129	1266	962	333	909	1655	1021	432	539	1402	1379	525	462	1131	616	1316	853	656	755	534	355	857	1316	1210	1525	1008
hsa-miR-107	289	247	212	221	220	330	520	384	375	395	529	316	89	159	337	196	140	430	397	340	229	163	361	230	190	247	753	281	523	614	216	584	1549	320	105	341	701	1079	654	517	324	228	613	400	744	810	518	620	549	246	521	516	669	214	277	1195	1494	410	171	628	360	833	483	472	533	226	244	526	668	519	839	634
hsa-miR-10a-3p	6	15	11	18	5	29	41	42	59	31	10	6	4	38	47	28	4	6	41	0	17	9	3	8	8	7	19	29	40	19	11	23	39	10	0	24	70	65	26	11	13	31	41	6	3	40	14	29	27	42	5	54	0	15	4	15	19	15	8	48	10	5	65	30	7	17	40	6	37	35	14	16
hsa-miR-10a-5p	302	535	1176	1319	567	2289	1340	1777	3611	1361	1040	493	230	2414	3542	1874	278	409	2698	283	1178	1185	499	505	278	541	1797	1155	2914	1308	936	838	1987	1152	161	1833	3373	4914	2476	859	474	1026	1316	343	380	1372	835	1440	2061	2506	1972	2696	119	567	544	1034	1518	679	598	2933	229	652	4548	1283	1034	322	2485	254	2176	991	1023	704
hsa-miR-10b-3p	0	0	0	0	1	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-10b-5p	0	3	10	25	11	2	6	4	25	6	96	11	1	0	54	28	6	12	10	2	3	36	4	5	4	0	0	2	6	2	10	3	158	3	1	18	2	38	0	2	3	1	24	0	3	0	1	8	22	18	0	7	1	3	0	0	0	2	7	3	16	0	7	14	5	2	9	1	4	15	3	19
hsa-miR-1178-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1179	6	0	0	2	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	6	0	6	1	2	9	0	0	4	2	0	6	1	0	0	5	0	0	0	0	0	0	0	0
hsa-miR-1180-3p	5	8	4	1	12	5	14	0	2	5	1	1	0	11	1	3	0	5	5	0	3	0	7	0	3	0	7	0	13	2	4	0	27	0	0	1	1	15	7	0	1	0	13	2	11	2	2	3	7	5	4	13	0	2	13	0	2	1	7	5	5	8	8	0	19	1	15	5	0	8	13	2
hsa-miR-1180-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-1185-2-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
hsa-miR-1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1225-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-5p	2	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	4	0	0	3	2	0	5	0	0	3	1	0	0	0	1	1	4	0	5	0	2	0	0	0	0	1	4	5	1	0	0	0	0	2	0	0	0	2	0	1	0	6	0	4	5	0
hsa-miR-1226-3p	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1228-3p	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9
hsa-miR-1229-3p	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
hsa-miR-1229-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1233-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1234-3p	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	8	0	3	0	0	0	0	0	6	0
hsa-miR-1236-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-1237-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
hsa-miR-1237-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-3p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0
hsa-miR-1244	1	0	0	3	0	6	0	0	0	0	2	2	0	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	6	7	0	0	1	0	3	8	0	10	2	0	0	0	0	3	0	3	5	4	8	0	0	2	0	0	0	0	2	10	6	0	1	0	2	0	0	0	0	1	0	0	1
hsa-miR-1246	0	12	1	4	11	0	11	0	3	0	0	1	5	3	0	9	6	1	35	6	5	30	7	5	0	7	24	18	5	45	13	0	4	1	2	3	6	1	0	11	2	0	21	16	2	0	2	2	17	42	14	3	0	33	0	18	11	0	1	23	8	1	10	1	8	19	1	23	21	14	10	23
hsa-miR-1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0
hsa-miR-1249-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	5	7	0	3	0	0	0	0	0	0	13	0	4	0	0	2	0	0	1	0	0	2	0	3	0	0	0	1	0	0	12
hsa-miR-1250-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1250-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7
hsa-miR-1251-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	9	2	9	0	1	0	4	2	7	11	6	2	0	0	2	2	3	0	6	5	0	0	5	3	2	1	0	2	7	1	0	3	3	4	2	4	3	19	7	2	4	0	2	0	0	1	9	6	6	0	1	0	1	3	18	11	16	4	2	7	0	9	6	1	0	0	14	2	0	1	8	3
hsa-miR-1254	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	10	1	0	0	0	0	0	0	3	0	3	0	1	1	0	0	1	0	0	2	0	2	0
hsa-miR-1255a	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	2	0	0	0	0	0	0	0	0	0	1	0	3	0	4	0	0	0	3	0	0	0	4
hsa-miR-1255b-5p	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125a-3p	38	27	24	15	18	24	38	39	18	26	47	11	22	21	16	17	2	18	23	33	5	38	12	9	26	15	38	30	57	17	22	30	98	31	5	36	64	93	34	5	29	21	39	30	33	62	38	28	37	33	21	42	30	17	19	39	85	13	30	24	12	48	31	32	37	32	25	35	50	29	50	37
hsa-miR-125a-5p	1043	405	2141	1189	1797	674	1697	2077	2323	1587	2077	841	59	1150	1272	1336	788	820	1818	1862	588	336	1404	923	473	1093	3336	669	960	1761	416	1353	5266	801	620	1507	2667	4366	1941	1413	2168	721	523	941	2087	1482	1983	1276	1833	2221	1723	1051	657	757	1642	1367	2700	2210	1935	2319	1068	3803	3543	2331	1852	264	1491	1528	2014	1025	4125	646
hsa-miR-125b-1-3p	0	0	4	0	0	1	0	0	2	0	1	3	0	0	0	0	0	0	2	3	0	0	0	0	1	6	3	0	0	0	3	0	0	0	0	0	0	2	0	4	2	0	0	0	0	0	2	0	1	1	5	2	2	0	1	0	0	0	0	1	4	0	0	1	0	0	5	3	6	0	4	0
hsa-miR-125b-2-3p	109	110	99	77	78	98	65	222	202	154	304	87	34	94	222	80	67	183	236	311	119	164	197	128	84	132	225	105	90	93	110	135	251	95	25	160	111	412	107	81	201	82	134	145	228	138	192	108	202	168	230	77	144	124	65	122	265	158	141	223	153	337	303	171	216	80	68	116	221	141	321	224
hsa-miR-125b-5p	1101	606	1622	1223	1876	969	1191	1731	3055	1658	2401	999	138	1158	1814	1528	663	1190	2276	2291	790	729	1608	1229	723	1174	2695	818	1061	1562	860	1365	2733	751	428	1574	2519	4522	1489	1697	2862	836	445	1282	2690	1737	1974	918	1841	2508	1882	961	866	812	1392	935	2604	2858	1850	3062	2180	4470	4392	3344	2103	507	1003	1549	2680	757	4622	696
hsa-miR-1260a	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	2	4	2	0	0	0	2	2	0	8	0	0	0	0	1	2	4	0	0	2	0	19	0	0	0	5	2	0	0	0	0	0	1	1	0	0	0	3	0	0	0
hsa-miR-1260b	29	29	37	11	15	12	0	42	34	6	16	17	0	17	19	0	8	27	15	35	13	0	18	12	13	17	15	0	27	10	12	9	107	59	6	7	19	31	81	14	141	17	29	28	69	41	64	60	54	29	26	29	114	13	35	72	175	28	45	23	4	51	9	20	33	9	8	24	24	47	42	20
hsa-miR-1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	4	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
hsa-miR-126-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-126-5p	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	6	0	8	0	0	6	0	0	0	0	0	2	0	0	17	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2
hsa-miR-1266-5p	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	4	2	0	1	4	0	1	0	3	3	7	0	1	0	2	6	5	2	2	0	0	7	0	0	0	1	0	1	1	3	0	1	0	5	0	1	3	5	3	0	15	2	2	4	9	1	1	4	1	3	0	2	4
hsa-miR-1268a	2	0	2	0	5	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	3	0	0	0	0	8	0	5	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1268b	0	0	0	0	0	1	0	5	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	2	2	0	7	2	0	0	0	0	1	3	3	0	0	2	0	4	3	17	14	5	0	6	0	4	5	1	0	2	0	0	0	0	6	0
hsa-miR-1269b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1270	0	0	0	4	0	0	0	1	0	2	2	3	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	8	0	0	0	0	3	4	0	1	2	8	0	0	0	0	0	1	0	13	0	0	3	1	0	2	3	0	0	1	2	0	9	0	0	3
